country,year,GDP,Population,Life_Expectancy,Inflation,Unemployment,School_Enrollment,GDP_per_capita
Myanmar,1997,4722288495.66085,43708798,59.523,29.6972325791529,0.764,,108.039770292032
Myanmar,1998,6459461639.30243,44257793,59.896,51.4875497504079,0.772,,145.950830383757
Myanmar,1999,8486832800.88498,44787724,60.107,18.4010433741609,0.75,,189.490155849067
Myanmar,2000,8905066163.58643,45290841,60.357,-0.109165514668565,0.712,89.72516,196.619580625284
Myanmar,2001,6477790688.22844,45771139,60.64,21.101305376923,0.689,90.8385,141.525660705722
Myanmar,2002,6777632512.0781,46232653,60.925,57.0745112621703,0.685,88.72686,146.598390364449
Myanmar,2003,10467109977.6717,46667192,61.196,36.5897175323924,0.686,90.53915,224.292688912409
Myanmar,2004,10567354056.4049,47068772,61.443,4.53421374129692,0.677,89.08456,224.508811413327
Myanmar,2005,11986972418.5103,47438365,61.72,9.36861814196704,0.672,88.82624,252.685193060728
Myanmar,2006,14502553709.8303,47785135,62.026,19.9964873359214,0.676,88.61108,303.495087119254
Myanmar,2007,20182477480.5512,48125043,62.367,35.0245970717698,0.684,88.95978,419.375780725042
Myanmar,2008,31862554101.9378,48390793,56.364,26.7995371934022,0.7,89.83805,658.442487229705
Myanmar,2009,36906181380.8127,48660459,63.095,1.47234311385647,0.712,88.9333,758.442935789255
Myanmar,2010,49540813342.4834,49024382,63.479,7.71838195873614,0.725,89.00709,1010.53417343401
Myanmar,2011,59977326085.9908,49419820,63.859,5.0214601462073,0.749,,1213.62898703376
Myanmar,2012,59937796648.2158,49837446,64.251,1.46758322674679,0.768,,1202.6658960055
Myanmar,2013,60269732854.827,50262658,64.617,5.64303883425501,0.775,,1199.09561597055
Myanmar,2014,65531374199.6663,50681634,64.994,4.953299184844,0.763,96.1312,1293.00042298688
Myanmar,2015,59607290407.6191,51089056,65.288,9.45417189526018,0.766,,1166.73305546337
Myanmar,2016,63298361996.2153,51495696,65.64,6.92882525816076,1.058,,1229.19713515893
Myanmar,2017,66053040483.0016,51894938,65.909,4.5725365531752,1.356,97.66256,1272.82241830603
Myanmar,2018,67860515989.517,52272247,66.232,6.87232865662935,0.767,97.93192,1298.21310320785
Myanmar,2019,75065106227.6892,52640713,66.457,8.82506696804558,0.407,,1425.98954211903
Myanmar,2020,79006113643.1906,53016522,66.612,,1.476,,1490.21683548367
Myanmar,2021,66345291160.1683,53387102,65.553,,4.34,,1242.72134419599
Myanmar,2022,62253049891.6449,53756787,66.506,,3.063,,1158.05005034332
Myanmar,2023,66757619000.0,54133798,66.889,,2.977,,1233.19666209269
Myanmar,2024,74068349523.8095,54500091,67.095,,2.887,,1359.05001560107
Myanmar,2025,81665773809.5238,54850648,,,3.047,,1488.87527836542
Nepal,1980,1945916583.33333,15553105,48.333,14.6845027763768,,,125.114347478097
Nepal,1981,2275583316.66667,15922423,48.662,11.1448567278444,,,142.916898807843
Nepal,1982,2395423741.79762,16297987,49.181,11.6985465924139,,,146.976662933749
Nepal,1983,2447174803.37791,16689119,49.676,12.3772380782712,,58.93883,146.632953086254
Nepal,1984,2581207387.79709,17085242,50.227,2.84578495716266,,60.13256,151.078187115939
Nepal,1985,2619913955.51556,17477692,50.922,8.0526412661963,,,149.900453418882
Nepal,1986,2850782044.04306,17868124,51.594,18.9989495502395,,,159.545682806044
Nepal,1987,2957255379.54315,18250505,52.382,10.750328044985,,,162.036906898913
Nepal,1988,3487009748.35638,18638661,53.109,8.98300338208989,,66.07108,187.084777621975
Nepal,1989,3525225786.58691,19057807,54.013,8.84688691232552,,,184.975416457251
Nepal,1990,3627560239.48997,19524573,54.771,8.23970037453206,,,185.794600449903
Nepal,1991,3921476084.89072,20036500,55.65,15.5574529276949,10.465,,195.716621410462
Nepal,1992,3401211581.29176,20609707,56.686,17.1495236243439,10.473,,165.02959412726
Nepal,1993,3660041666.66667,21180159,57.597,7.50539419087105,10.492,,172.805202579767
Nepal,1994,4066775510.20408,21717479,58.631,8.34928672883384,10.458,,187.258176246151
Nepal,1995,4401104417.67068,22245439,59.323,7.62296950698163,10.473,,197.843001330326
Nepal,1996,4521580381.47139,22741862,60.044,9.22046662376986,10.446,,198.821907435345
Nepal,1997,4918691916.53516,23219463,60.823,4.00998860523181,10.512,,211.834869589153
Nepal,1998,4856255044.39064,23680357,61.532,11.2444677818614,10.526,,205.075246306069
Nepal,1999,5033642384.10596,24125199,62.035,7.45111260957546,10.549,65.86436,208.646667913743
Nepal,2000,5494252207.90502,24546509,62.642,2.47882020709136,10.531,72.11046,223.830289183078
Nepal,2001,6007055042.17687,24946748,63.288,2.6883037354563,10.502,,240.795114544664
Nepal,2002,6050875806.66403,25328981,63.507,3.02939948714892,10.593,,238.89140296106
Nepal,2003,6330473096.54071,25688758,64.229,5.70700931874738,10.644,79.86805,246.429706587633
Nepal,2004,7273938314.71988,26016656,64.744,2.8418113124898,10.652,80.51963,279.587750044428
Nepal,2005,8130258377.90964,26309458,65.275,6.83633265892877,10.59,,309.024168339372
Nepal,2006,9043715355.8881,26565425,65.891,6.92033580707589,10.609,,340.431796437968
Nepal,2007,10325618017.379,26788492,66.169,2.26921924439074,10.642,,385.449767660642
Nepal,2008,12545438605.3959,26990037,66.442,9.9078300530648,10.597,,464.817391891529
Nepal,2009,12854985464.0764,27173035,66.6,11.0948237386987,10.582,,473.078751198621
Nepal,2010,16002656434.4746,27341952,66.772,9.32650410745395,10.563,,585.278491984574
Nepal,2011,21573872420.7008,27464494,67.123,9.2270754612596,10.627,99.14333,785.518656222132
Nepal,2012,21703100877.1309,27534915,67.364,9.45980980357125,10.632,99.71319,788.202937148377
Nepal,2013,22162204924.5726,27589996,67.598,9.04016311917645,10.666,,803.269595420477
Nepal,2014,22731612922.1906,27672370,67.812,8.36415469659563,10.62,98.79036,821.455224911731
Nepal,2015,24360801286.7638,27823629,67.374,7.86890895590891,10.643,98.09886,875.543635474862
Nepal,2016,24524109483.5293,27955462,68.444,8.7903433200464,10.714,98.18273,877.256454696737
Nepal,2017,28971588940.364,28011258,68.74,2.77703998300211,10.66,96.33409,1034.28374906846
Nepal,2018,33111525237.149,28079689,69.036,4.40659410175714,10.593,,1179.19843190389
Nepal,2019,34186180699.0255,28414064,69.299,5.56616035243723,10.477,96.2984,1203.14294706401
Nepal,2020,33433659301.2466,28966574,69.106,5.05635826238499,13.037,,1154.21517578318
Nepal,2021,36924841394.2605,29475010,68.385,4.12676744440695,12.241,,1252.75076731986
Nepal,2022,41182939519.8161,29715436,70.087,7.6702057938028,10.661,,1385.91066002922
Nepal,2023,41049329851.0546,29694614,70.354,7.11587261530826,10.437,,1382.38300895424
Nepal,2024,43298911699.9284,29651054,70.636,4.6850965426577,10.5,,1460.28237984149
Nepal,2025,45489810283.1132,29618118,,2.65334269811436,10.465,,1535.87781246307
Pakistan,1980,23654444444.4444,82291010,57.199,11.9382309107087,,,287.448707270022
Pakistan,1981,28100606060.6061,85802049,57.764,11.8799135925283,,,327.505069961745
Pakistan,1982,30725971563.981,89089246,58.291,5.90352878435863,,,344.889792466995
Pakistan,1983,28691889763.7795,92227711,58.663,6.362033499853,,,311.098361356703
Pakistan,1984,31151825467.4978,95164936,58.921,6.08716673573716,,,327.345625152291
Pakistan,1985,31144920844.3272,98229285,59.075,5.61483921793224,,,317.063499386432
Pakistan,1986,31899070055.7967,101606764,59.167,3.50641424758205,,,313.946324043906
Pakistan,1987,33351529274.6869,105130717,59.222,4.68121854620213,,,317.23867416111
